index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice
36557,"Aparte de la invasión musulmana y subvencionada q tiene esa republiqueta 🤣🎡 ahora más subvenciones para los okupas 🤣🤣 país de locos , pero claro con nuestro dinero . Q país nos va a quedar . CHULISIMO URL",0,0,0,1,0,3.0
25852,"Es una auténtica guerra mundial contra los cristianos. Y aquí, todos los partidos, salvo VOX, callados, cobardes, y encima llamando a la llegada masiva de los inmigrantes. 

Nigeria, Congo, Yemen, Etiopía, Eritrea, Malí….las OOII globalistas mirando bien orondas. URL",0,0,0,1,0,2.4
33061,"Día 70

El otro día vi a un negro con un cohe. Pense que era el mio y me fui corriendo al garaje. Que susto! El negro seguía encadenado

HASHTAG   HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.6
39490,MENTION Dicen que te vuelves puto si comes comida china.... ahhh perdón :( demasiado tarde,0,0,0,1,0,1.8
31969,¿Sabes que tienen en común las tostadas y los padres? Que si ambos te salen negros no comes. HASHTAG   HASHTAG   HASHTAG    Risas  ,0,0,0,1,0,4.0
40839,"MENTION No intentes hacerte un mostopapi, el es el negro más fiel de España, y mira que ha habido esclavos.",0,0,0,1,0,4.0
12017,"¿Cuál es la diferencia entre un vaso con mierda y un negro?
El vaso

HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.4
22086,"A ver si lo entiendo.
Los chinos envían al espacio cohetes sin saber donde caerán, la basura espacial rodea al planeta, India, Rusia, China y EEUU, son los mayores emisores de CO2.
Pero yo tengo que reciclar la basura de mi cocina o seré cómplice de la destrucción del planeta 😤",0,0,0,1,0,1.4
4778,La nacionalidad del agresor de un chico homosexual que la izquierda silencia - URL,0,0,0,1,0,3.2
11428,MENTION Los negros no se convierten en ángeles cuando mueren porque si les ponen alas son murciélagos,0,0,0,1,0,3.8
4799,"18.500 ilegales en lo que va de año. 
Y la natalidad en el nivel más bajo desde 1941. Algunos en Davos, o en Nueva York, sonríen, así, como de lado.
Todo concuerda en su  Agenda 2030   y su fanatismo climático..No tengas hijos por el clima; acepta inmigrantes ilegales por el clima. URL URL",0,0,0,1,0,2.0
9665,"Miré los muros de la Patria mía, si un tiempo fuertes, ya desmoronados,…

 Un Muro Firme Para Protegernos  ",0,0,0,1,0,2.0
22022,"Pues este es el resumen de la política pro inmigración de los progres : 

Tu condiciones laborales por los suelos y tus barrios convertidos en campos de batalla para que ellos tengan quien les limpie el culo a sus mayores por cuatro duros. URL",0,0,0,1,0,2.6
11002,"MENTION Entonces… si hay una ola de calor podemos irrumpir todes en una mezquita en top less???

Se aceptará? Se verá bien? Le echarán la culpa al dios de la lluvia por abandonarnos a la locura?

Vengaaaa hombreeee!!! Nos llaman idiot4s a la cara y encima se riena

Que asco de tele",0,0,0,1,0,2.2
15433,MENTION MENTION MENTION MENTION La ministr@ de los 500M€ le va más ver Sálvame o novelas turcas . Este artículo pasará inadvertido para toda esta chusma  comunista q nos quieren meter esta mierda  en nuestros colegios y en nuestras vidas . Ya está bien .. Es islam para sus países. Aquí NO 👎,0,0,0,1,0,2.4
6582,MENTION gitanos d to la vida,0,0,0,1,0,2.2
29608,"MENTION Lo criticamos por ser moro, nos da igual lo que haga.",0,0,0,1,0,4.0
724,"La delegada del gobierno tras las violaciones: 
“¿Que os está pasando a los hombres con la cultura de la violación?” 

Que pasaría si dijera: 
“¿Que os está pasando a los inmigrantes con la cultura de la violación?” 

Pues eso.",0,0,0,1,0,3.2
14729,Todavía sigo con ganas de patear todo cada vez que me doy cuenta que ya no tengo la moto. Que negros hijos de mil putas,0,0,0,1,0,3.4
78769,"¿POR QUÉ LOS GALLEGOS COLOCAN UNA PISTOLA DENTRO DE UN BASO DE AGUA DE NOCHE?

PARA MATAR LA SED",0,0,0,1,0,1.6
22608,MENTION No bro no soy racista pero me molesta un bebé negro en una serie preescolar que no voy a ver,0,0,0,1,0,2.2
29646,"MENTION También hay inmigrantes no violentos, eh.
Que no hay que tragar con la delincuencia para poder comer fresas baratas.",0,0,0,1,0,2.4
78948,"Un magrebí de 19 años, con un sinfín de antecedentes penales, quema vivos, con gasolina, a 3 vagabundos en Lavapiés.
Así son las nuevas juventudes de Sánchez: MENAS, ilegales, delincuentes y criminales.
Esta gentuza, ¡NO LA QUEREMOS!",0,0,0,1,0,3.6
10682,"Sobra decir que el negro no se andaba con hostias, no era un blanquito de los que acostumbran a recibir. El fulano plantó cara desde un inicio y si no llega a ser por la diferencia de número igual los moros se llevaban un susto por meterse con quien no debían. URL",0,0,0,1,0,3.0
11307,MENTION MENTION malditos chinos 😾😾😾,0,0,0,1,0,2.8
79695,Cuando te para la policía en EEUU pero recuerdas de que eres blanco y no tienes de que preocuparte,0,0,0,1,0,3.2
37727,Que se vaya un buen rato a la mierda el negro culiao inutil. URL,0,0,0,1,0,3.8
26026,MENTION MENTION Menos mal que echamos a los moros. Los talibanes hubieran destrozado hasta la ultima piedra.,0,0,0,1,0,3.8
4858,"MENTION Me importa un culo si a alguien no le parece lo que voy a decir:

Ya desarrollé xenofobia hacia los venezolanos.

Y me importa un culo si a alguien no le parece, porque sé que ese alguien tampoco me defendería si me roba, vandaliza o mata un venezolano.",0,0,0,1,0,3.2
32618,"When te obligan a usar mascarilla
Pero eres musulmana.

HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,2.4
21553,"Ese uno acabó diciendo un ""putos africanos de mierda"" pra coronar la acción. En cuanto llegamos a la primera parada, salieron todos en tromba del vagon, empujando al negro, con su modus operandi habitual: manada de todos contra uno. Al salir no eran 4, eran 8 yendo a por uno.",0,0,0,1,0,3.6
10845,"La llegada masiva de inmigrantes provoca que miles de personas en situación desesperada estén dispuestas a trabajar por peores condiciones de trabajo.

La inmigración solo beneficia a quienes quieren mano de obra barata para cuadrar sus cuentas de resultados.",0,0,0,1,0,2.8
19402,"Muchísimas de las agresiones sexuales y de las agresiones sexuales en grupo las hacen los mismos, moros.
Que no es lo mismo que decir que todos los moros agreden sexualmente, así que los tontitos de baba, callad, no me interesan vuestras salidas de contexto.

2/14",0,0,0,1,0,4.2
3301,"MENTION MENTION Se les olvidó que es moro.

Ya se ha filtrado en algunos medios.",0,0,0,1,0,3.2
9519,¿Qué hace un negro con una hoja en blanco? Reclamar sus derechos. HASHTAG   HASHTAG  ,0,0,0,1,0,3.8
36655,Joder con los chinos de los cojones. Joder.,0,0,0,1,0,2.4
26506,Tengo un ex amigo que es igual al negro Ibarra 🤣🤣🤣 que risa el chueco jajaja,0,0,0,1,0,1.8
6003,MENTION Le va el tema de negros asesinados en campos de concentración,0,0,0,1,0,3.6
79714,"No soy racista ni mucho menos, si hay gente que abandona sus países para ganarse la vida de forma legal y honrada bienvenido sea pero por lo que no trago es por los gitanos rumanos, gente que se pasa la vida pidiendo, sin dar un palo al agua sin cotizar un euro a la Seguridad",0,0,0,1,0,2.4
79722,Han censurado ya los teletubbies por la falta de un personaje negro?,0,0,0,1,0,2.2
79761,Hoy en Firstdates hacen un especial planeta de los simios  First Dates 17 N  ,0,0,0,1,0,4.2
79769,Imagino así ahora mismo a gente q trabaja a 4 € la hora y q dicen q la culpa es de los putos inmigrantes,0,0,0,1,0,3.0
79785,ser sudaca…,0,0,0,1,0,3.8
79792,que diferencia hay entre las pizzas y los judíos? que las pizzas no arañan las paredes del horno,0,0,0,1,0,4.8
33657,"MENTION MENTION Mientras tanto tú estás de paseo en Corea del Sur, la comuna de la q eres alcaldesa sufre con los delincuentes, con la violencia, con la inseguridad, con la basura, con los inmigrantes ilegales, con liceos con encapuchados, etc...
¡Tu viaje es una irresponsabilidad gigantesca!",0,0,0,1,0,1.8
10949,"El CEO de MENTION hacen malos coches y  apuesta por poner aranceles a los coches chinos seria el titular mejor. 
URL a través de MENTION",0,0,0,1,0,1.4
19364,"Día 46

Se disputa un partido, moros contra judíos, lugar de juego una cámara de gas, quien gana?
- Los judíos, porque juegan en casa

HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.0
35767,"Antes el mal era culpa del demonio. Ahora es del patriarcado, los ricos, los judíos, los moros, los que comen carne, los que tienen un coche diésel, los no vacunados... La civilización cristiana es mucho más sencilla.",0,0,0,1,0,3.0
37162,"MENTION MENTION Irregularidades, menas con los cataplines negros.",0,0,0,1,0,2.4
42650,Saben porque los negros deben llevar cascabel? Porque los ciegos también tienen derecho a pegarles.,0,0,0,1,0,4.6
2427,"Son muy valientes para agredir a una persona mayor entre 3 hasta que llega el negro de Vox, Bertrand, a defenderlo, y se derriten. URL",0,0,0,1,0,2.6
37968,"MENTION Ésta mujer presume sin rubor alguno de su ignorancia. ""No verás a un negro por la calle"", y marroquíes? No ves a nadie de Marruecos? Tont4. Cualquiera sirve para cobrar un sueldo público, da igual el nivel que tenga. 
Sí, delira. 
 Hay Que Echarlos   
 Primero España  🇪🇸
 Agenda España  💚",0,0,0,1,0,2.8
37132,"- ¿Qué hace un negro vomitando?
+ Presumir de que a comido.

HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,3.8
13996,"MENTION Q asco me dan esos inmigrantes, probablemente ilegales",0,0,0,1,0,3.2
42028,"MENTION Eso pienso yo, pero los inmigrantes ilegales estos estan bien cuerdos",0,0,0,1,0,2.4
13445,"MENTION Os voy a contar mi problema con un inmigrante...
Paso delante de mí, se me quedó mirando, yo lo mire con mala cara y no pasó nada...
Ya han llegado a Valladolid 🤣🤣🤣
Acompañadme para más historias de terror como esta 😭😭😭😂😂😂
Putos inmigrantes q miran con odio",0,0,0,1,0,3.4
21038,Ahora entiendo por qué los gitanos de mi pueblo estaban hablando de irse a China de vacaciones URL,0,0,0,1,0,2.0
35749,"MENTION MENTION Tenga cuidado que cualquier cosa q diga en contra de esta religión le dirán q es un delito de odio , cuando ellos no respetan ni la suya .NO a la INVASION de musulmanes en mi país y encima los subvencionamos. Se puede ser más inútil, alimentando al ENEMIGO. Q país nos va a quedar",0,0,0,1,0,3.8
27010,"MENTION Hay que hacer algo con esto. No puede quedar así. Han cogido a una pequeña, la han violado, torturado y descuatrizado cuatro moros ilegales. Esto no puede ser.  Lola  ",0,0,0,1,0,3.0
16839,MENTION MENTION MENTION MENTION MENTION A este paso Sergei Lavrov le va a comer los cojones por debajo del culo a media Ucrania.,0,0,0,1,0,1.2
19569,"MENTION ""Reyes, venga usted aquí. El negro no le dice nada y tal. Juegue ya por su cuenta y dígale: '¡Soy mejor que usted! ¡Me cago en su puta madre, negro de mierda! ¡Soy mejor que usted!'"" URL",0,0,0,1,0,3.8
4156,MENTION MENTION MENTION pena me da hablar con un negro en público,0,0,0,1,0,3.2
24856,"He visto a mi vecino moro sacudiendo la alfombra en la puerta de la calle y le he preguntado, ""¿Que pasa, no arranca no?""",0,0,0,1,0,2.6
37784,"- ¿Porqué el coronavirus no llega a África?
+ Porque las demás enfermedades le hacen competencia.

HASHTAG   HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,3.4
4881,"El racismo a la inversa NO EXISTE.

Si un blanco es discriminado por un negro, es simple y llanamente racismo. Comencemos a llamar a las cosas por su nombre.",0,0,0,1,0,2.0
18494,Y así Europa dejará de ser Europa para transformarse en musulmania URL,0,0,0,1,0,3.8
40301,MENTION Q se los den a los inmigrantes africanos q encima viven de arriba,0,0,0,1,0,2.8
13426,"Los inmigrantes no delinquen por ser inmigrantes, delinquen porque son pobres. Si alguien no tiene nada que perder qué mas le da matar, violar o robar. La única solución es darles un futuro, y esto no se consigue con ayudas, se consigue con un trabajo.",0,0,0,1,0,2.2
13154,"MENTION Hay gilipollas blancos y gilipollas negros. Aquí tenemos uno negro, pero él dice que es racismo que digamos que es un negro gilipollas desagradecido y maleducado. Vuélvete a tu país a preñar a tus paisanas. Pobrecillas…",0,0,0,1,0,4.0
8237,"Tremendo hilo. Resumiendo: los franceses son unos inútiles, la policía francesa más inútil todavía, y los moros campando a sus anchas cometiendo delitos (a la entrada y a la salida) para cerrar una noche para la historia negra del fútbol. URL",0,0,0,1,0,3.8
24125,"Un chiste negro, negro como Villa",0,0,0,1,0,2.6
41502,MENTION MENTION MENTION MENTION MENTION Osea que el amante de lo chinos no denigra mujeres e igual no la pone? Osea que los fans olor a culo de kpop ni siendo aliades ven una particula de teta,0,0,0,1,0,2.6
26823,"8 de cada 10 argentinos son pelotudos, el resto o no lo son o son inmigrantes ilegales.",0,0,0,1,0,3.4
36057,"¿Algún medio español podría confirmar si este soldado ucraniano prisionero del ejército ruso sería o no un nazi?.
MENTION MENTION MENTION MENTION MENTION MENTION MENTION 
Sin prisa, que me lo he inventado todo. URL URL",0,0,0,1,0,2.0
79529,FUERA EMIGRANTES...ME DAN ASCO...FUERAAAAAAA.,0,0,0,1,0,3.6
79528,"Jajajjaajaja el problema son los PUTOS MOROS Y LOS PUTOS MACHUPICHUS. Así se entiende mejor, de nada.",0,0,0,1,0,3.8
79527,"El Gobierno les regala la nacionalidad y ellos lo agradecen a machetazos.

No son jóvenes españoles, son jóvenes delincuentes.",0,0,0,1,0,3.2
79526,Los menas a la puta cárcel y después a su puto país. Punto para el equipo antimenas 😁.,0,0,0,1,0,3.6
25133,"MENTION Que futuro? Nuestros hijos se van a buscarlo a otro países, mientras tú acoges ilegales  y le garantizas  ese futuro que a los  nuestros les quitas. Sinvergüenza.",0,0,0,1,0,2.8
38461,"La vida es como una caja de bombones, hay demasiados negros.",0,0,0,1,0,3.6
1408,"En serio ayer se pegan los medios españoles toda la mañana hablando de esta niña, cuando pensaban que era tráfico de órganos, y hoy que sabemos que fue una violación grupal de inmigrantes ilegales no han dicho una palabra aún a las 12 del mediodía??  Lola  ",0,0,0,1,0,3.2
21363,"Catalu a

Como todos sabemos el alcalde catalan tiene fama de racista
en una de esas reuniones importantes el alcalde solto al pueblo: 
 vienen los negros haz que tomar medidas ? a follar! 

HASHTAG    catalanes  ",0,0,0,1,0,2.8
23680,Luego encontrará un moro y se pondrá el trapo URL,0,0,0,1,0,2.4
27986,"MENTION Vamos a financiar centros de acogida para inmigrantes ilegales,pero para los españoles ni una mierda seca pinchada en un palo.",0,0,0,1,0,2.8
33066,"El tren arrancaba de nuevo así que los moros volvieron a entrar corriendo, quedando el negro en el anden sin poder volver a subir (y si llevaba alguna pertenencia, esta quedó dentro del tren).",0,0,0,1,0,2.2
17308,Los chinos aveces hacen consas bonitas URL,0,0,0,1,0,2.4
30154,"No te sientas diferente, da igual si eres negro, amarillo o normal.",0,0,0,1,0,3.4
18769,Acaba de reconocer Peter que lo de Melilla y los inmigrantes es cosa de las mafias. Hace 1 año era cosa de 4 fascistas sin corazón el decir esas cosas.,0,0,0,1,0,2.4
5026,"Sinceramente, los que leéis prácticamente a diario noticias de inmigrantes que violan, roban, se pelean con cuchillos... y no decís nada para no ser racistas, ¿qué esperáis? ¿A que les pase a vuestras hijas, mujeres, padres... para decir algo? No es racismo, es sentido común.",0,0,0,1,0,2.8
26770,"MENTION MENTION MENTION Que apodo mas generoso el de ""chocolate"". La anécdota es que en aquella época había una propaganda comercial del chocolate Águila, que hacia alusión a la conversión de un niño rubio a una adulto morocho por comer esos chocolates. ¡QUÉ SUPERIORIDAD RACIAL!",0,0,0,1,0,2.4
33679,Estos son los jueces protagonistas que tenemos en España más menas delincuentes. Espero que este juez los acoja en su casa como buen samaritano. Los moros a Morolandia por  favor URL,0,0,0,1,0,3.2
19068,"Han entrado ilegalmente en España, con la cooperación de oenegés y gobierno traidor, casi 18.500 inmigrantes por Frontera Sur. Como a muchos les cuesta ver el alcance de la invasión…
⬇️
Tantos ilegales como toda la población de San Lorenzo de El Escorial.

 Frontera Sur   URL",0,0,0,1,0,2.8
603,"Pues me valen verga los biempensantes, yo sí estoy desarrollando una justificada xenofobia hacia los venezolanos: URL",0,0,0,1,0,2.4
23551,"En España hay moros buenos que han venido buscando una vida mejor, que trabajan, que van a comprar, que llevan a sus hijos al colegio y que viven como españoles normales. Estos también son perjudicados por los que vienen a delinquir y porque se fomente su llegada.

12/14",0,0,0,1,0,3.2
2523,Algunos negros son más españoles que los lenguamilenarios URL,0,0,0,1,0,1.6
26835,"Los extranjeros representáis el 10% de la población y aún así sois protagonistas del 23% de los delitos. 

Ahora vuelve a decir que los que más violan y pegan a sus mujeres son los españoles. Pelele. URL",0,0,0,1,0,3.6
32193,Que sale cuando procrean un negro y un pulpo? Ni puta idea pero seguro que recoje algodon que flipas.,0,0,0,1,0,4.2
13505,"MENTION Si alguien cree que los inmigrantes que vienen aquí son gilipollas y no se van a tragar toda la propaganda abortista y encima van a creer que ellos si podrán follar como conejos y la manutención de sus hijos no les costará nada...
Exacto, los occidentales somos los gilipollas",0,0,0,1,0,3.6
10755,"+ ¿Porqué el coronavirus no mata a personas de alto riesgo en África?
- Porque nadie llega a los 60 años.

HASHTAG   HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.0
30779,"""Los agricultores dicen.. ¿por qué estáis mandando a los inmigrantes (ilegales) hacia el norte? Si los necesitamos aquí para recoger las cosechas..."" URL",0,0,0,1,0,1.4
78939,"Los únicos putos culpables de toda esta pandemia son los Chinos. Todos peleándose por quien es pro y anti vacuna, pero estos locos de mierda siguen sin pagar su culpa.",0,0,0,1,0,3.8
23521,"MENTION 🇪🇸🇪🇸💚💚Buenos días 💚🇪🇸🇪🇸
No queremos invasión de ilegales e islamistas asesinos, violadores y cobra paguitas. 
 Stop Islam   
 frontera segura  
 Primero España   
MENTION 
MENTION 
 Vota Vox  💚🇪🇸👑 URL",0,0,0,1,0,4.6
30728,La mitad de los comentarios de este Twit son criticando porque no es negro o porque tiene tableta xD URL,0,0,0,1,0,2.2
41617,MENTION MENTION MENTION MENTION Solo soy feminista cuando los agresores son españoles. Si son m_oro_s entonces ya no soy feminista...,0,0,0,1,0,2.8
78919,"Santiago Abascal hablando sin tapujos de la INMIGRACIÓN. 
Esto no es de ningún modo racismo, sino llamar a las cosas por su nombre aunque sean políticamente incorrectas...",0,0,0,1,0,2.2
21082,"El del autobus: ""a los chinos habría que matarlos a todos"" URL",0,0,0,1,0,4.8
27376,"MENTION MENTION Tamos locos ? Un negro que podía estar muriendose de hambre, ahora. Va a moverse en tren, jajajaja para eso juego al fútbol, pa que me paguen el avión.",0,0,0,1,0,3.8
5125,"MENTION Que se devuelvan por donde se vinieron aquí no queremos mas inmigrantes, ya estamos demasiado mal para tener que seguir alimentando a parásitos con nuestros impuestos FUERA",0,0,0,1,0,4.0
20657,"MENTION MENTION Es negro, no puede evitar robar",0,0,0,1,0,4.6
18614,MENTION Y va a resultar que el diablo es negro y vamos a sufrir el doble😂😂😂,0,0,0,1,0,3.6
23355,No verás una mira en ninguno de ellos pero moros !!! Todos los q quieras y más. Banda de violadores URL,0,0,0,1,0,4.0
32845,MENTION no podemos verlo nos tiene bloqueado a todos el moro de los cojones,0,0,0,1,0,3.0
12203," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION 
En cuantas partes se divide el cerebro de un negro?
Depende de la cantidad de achazos",0,0,0,1,0,4.8
11953,"MENTION ahora resulta que solo los negros hacen rap, ese es pensamiento el racista",0,0,0,1,0,2.6
21397,"- ¿Porqué el coronavirus no ataca en África?
+ Porque solo afecta a personas

HASHTAG   HASHTAG   HASHTAG   HASHTAG  ",0,0,0,1,0,4.8
3015,MENTION MENTION MENTION MENTION Estas segura que era blanco? Podía haber sido un negro con vitiligo.,0,0,0,1,0,3.4
21437,"O aceptas unas pésimas condiciones laborales o traerán miles de inmigrantes para que lo hagan por ti.

Se ríen de cada español que no encuentra trabajo, de cada familia que no llega a fin de mes, de cada trabajador que lo único que quiere es un salario digno para salir adelante. URL",0,0,0,1,0,3.0
7077,"Decidlo con la finura que queráis, pero la conclusión es una:

Hay que sacar a los moros de Europa.

 Team Vox  ",0,0,0,1,0,3.8
11468,Xabi gitano hijloputa,0,0,0,1,0,2.6
1273,URL para que los chinos puedan circular sin inconvenientes,0,0,0,1,0,2.0
5526,"Porqué loco, porque existen estos negros de mierda!! Porqué no se terminan de una ves???",0,0,0,1,0,4.6
27807,Lo siento pero es que no puedo con los putos catalanes ¿a que viene la tía esta a hablar en un puto dialecto que solo entienden ellos?,0,0,0,1,0,3.0
78857,"Llamada a echarlos a hostias si es necesario del pais. Nos estan comiendo. Los moros a su p casa. Y si se llevan dos buenas hostias mejor por ladrones y sinvergüenzas.  vamosespaña    españa   Ahhh!! no solo moros, q los chinitos nos han metido en esto y nos tienen comidos",0,0,0,1,0,4.0
3740,San Jorge batallando y ganando a los moros 💪🏽💪🏽‼️ vamosss con todooo URL,0,0,0,1,0,2.6
38202,"Aún representando los españoles el 90% de la población, los extranjeros cometen más violaciones incluso sin tener en cuenta la proporción.

En 2017 hubo 12 españoles condenados por violación y 15 extranjeros (11 áfrica). Es el único delito sexual que perpetran más los extranjeros",0,0,0,1,0,1.4
33990,Que infamia . Así consiguen los votos con nuestro dinero . BASTA YA de la INVASION  d musulmanes . Pero q cojones  es esto . Q vergüenza URL,0,0,0,1,0,3.8
21619,Yo contraté un negro y la verdad que ha sido a mayor pérdida de tiempo de mi vida URL,0,0,0,1,0,3.4
78870,"Este puto Moro caga dinero o que, ya bastó con Neymar",0,0,0,1,0,3.0
78872,"""Invaden hasta la dignidad de los españoles violando a sus mujeres y maltratando y pagando a las pendejas que se revuelcan y conviven con estos moros""",0,0,0,1,0,3.6
20375,"MENTION Nunca entendí porque los negros de llaman entre ellos negros. Tipo, se que lo hacéis en forma de burla a como os llamaban pero seguir usándolo no permitirá que se olvidé",0,0,0,1,0,2.0
78879,“No quiero que se integren; los quiero fuera de España.”,0,0,0,1,0,3.4
17784,El apellido Matamoros surgió en el Medievo por cuestiones obvias. Es por eso que defiendo que empiece a usarse también el apellido Follamoros.,0,0,0,1,0,4.8
78868,"Pinches negros de mierda, ni a latigazos aprenden …",0,0,0,1,0,4.4
9392,"Asfalto negros

¿En que se diferencia, un auto que atropezo a un perro un auto que atropezo a un negro? 
 en que el que atropezo al perro en el asfalto quedo la frenada

HASHTAG    diferencias  ",0,0,0,1,0,4.2
35234,"Lo de los piropos es la estrategia para captar votos de señores.
Además a las señoras de vox les encantan los piropos y creen que es una costumbre que se está perdiendo pero si viene de parte de un negro o moro es una falta de respeto y algo desagradable propio de incivilizados URL",0,1,0,1,0,1.1
11675,"Las cosas claras.

""Las feministas tienen miedo a censurar el maltrato del islam a la mujer por si son acusadas de racismo"" URL",0,1,0,1,0,1.6
5338,MENTION Hijo de tu puta madre gallega,0,1,0,1,0,1.7
28876,"MENTION MENTION MENTION deja ya el odio, racismo, LGTBIXYZ y demás gilip0lleces. Estás en el gob. para solucionar los problemas de TODOS los españoles. A ver sí te suena mamert4:  economía, sanidad, educación, colas del hambre, parados... El odio lo propagas tú cansina. 
 Vota Vox  💚🇪🇸 URL",0,0,1,1,0,1.9
7510,maricon con purpurina URL,0,0,1,0,0,1.8
17322,"MENTION Misandria extrema, promovida por un travesti, q ironia 🤨🤣",0,0,1,0,0,3.4
31137,"¿Quieres ayudar al Imperio Gay a acabar con el mal? En este número de cuenta dinero debes tú ingresar 👉ES64-0128-0431-2301-0001-9973 (Bankinter). 
URL URL",0,0,1,0,0,2.6
25127,"Como odio a las lesbianas siempre tienen un trastorno que las llevo ahí y explota por un lado, que horrorosas son depaso URL",0,0,1,0,0,3.8
17631,"MENTION Y ahora bien, que tiene que ver el feminismo con los gays, trans....",0,0,1,0,0,2.0
9906,Los extraterrestres son maricones.,0,0,1,0,0,3.2
1124,Me juego mis huevos gatunos a que muchas de las que se declaran bisexuales por las redes sociales luego no tocarian a una mujer ni con un palo.,0,0,1,0,0,3.2
1700,"La atracción no es un acto, y por lo tanto, no se le puede catalogar como pecado, porque los pecados son actos concretos. Es por eso que un homosexual puede llegar a ser santo si vive en castidad y, desde luego, es virtuoso en todos los aspectos y no solo lo sexual.",0,0,1,0,0,3.4
29016,MENTION MENTION No wuwuwuwu fiesta fiesta y pluma pluma gay,0,0,1,0,0,2.2
8805,MENTION Ay mami hoy aprendí en la escuela que puedo evolucionar a gay como si fuera pokemon acá con la piedra homosexual,0,0,1,0,0,3.4
30650,"Las personas tienen derechos, los gays no. URL",0,0,1,0,0,4.8
40333,"Homosexualidad ≠ LGTBIQ+

La homosexualidad no es una ideología, el colectivo LGTBIQ+, sí URL",0,0,1,0,0,2.6
8683,"MENTION MENTION Mira si cada vez que algún simiE kukE o zurdE corta la calle, vas a ir a hacer esa perorata... acá hay que sacarlos a bastonazos en el culo y la espalda...! pero... este es un país de dirigentes cagones y afeminados.",0,0,1,0,0,4.4
14447,MENTION MENTION Baño trans 🤮,0,0,1,0,0,3.8
25663,"Estos sanitarios se distinguen por las anotaciones cromosómicas, y no por los géneros. 

¡Jaque mate, Centenial’s Millennial’s comunidad LGBTXYZ y sus putas madres..! URL",0,0,1,0,0,3.2
14080,"Travestis (o trans si les gusta más) recuerden que su día para celebrar es el 19 de noviembre, día internacional del varón.
  8 M 2022  ",0,0,1,0,0,4.2
12423,MENTION Una cosa es ser gay y otra lo de e Sra foto mariconicísima,0,0,1,0,0,3.4
20023,"La comunidad de hombres cisgay tienen una forma particular de ensañarse con mujeres trans y ahora utilizan capacitismo y estigmatizacion para atacar.

Que pena ver esto y que pena que por conflictos personales hayan personas trans apoyando estas situaciones. URL",0,0,1,0,0,2.6
27907,MENTION Un ganso mersa y amariconado,0,0,1,0,0,3.2
42392,pq los chicos más guapos son gays?,0,0,1,0,0,1.4
12374,"MENTION perdón pero no leo cosas que lleven un arcoiris, mi madre me dijo q eso era de homosexuales🙀",0,0,1,0,0,2.6
4292,"No Nandito, la Iglesia no va a bendecir uniones homosexuales ni a casarte con un hombre nada más porque lo deseas y lloras. Sería como una madre dándole un cuchillo al niño de 2 años porque le lloriquea.",0,0,1,0,0,3.6
38421,"Che cosos que dicen que un hombre puede ser mujer y todas esas pavadass. Si un hombre da positivo en un test de embarazo podríamos estar ante la posible señal de un cáncer testicular. Así que si lo hacés y tenés ese resultado, no te alegres, no sos mujer, estás muy enfermo...",0,0,1,0,0,3.6
32188,"No hay personajes suficientemente diversos = No hay ningún personaje que sea trans, no binario, género fluido y transespecie 😭 URL",0,0,1,0,0,3.8
12966,"Cae Roe vs Wade, Japon rechaza el gaymonio, fracaso de disney, este ha sido un gran mes del orgullo",0,0,1,0,0,3.2
9875,"De Joan a Sandra, historia de una trans operada y arrepentida: ""Me dijeron que había nacido en un cuerpo equivocado y les creí"" URL Water &amp; garlic",0,0,1,0,0,2.6
31896,"MENTION En cuanto me intenté joder la vida una golfa, me declaro mujer y soy inimputable, hermana. URL",0,0,1,0,0,3.6
26395,✔ Les ponen una X en el DNI y les crean el “cupo laboral” para que los trans (por el solo hecho de ser trans) tengan trabajo mientras padres de familia numerosa engrosan los 2.100.000 personas sin trabajo.,0,0,1,0,0,3.0
25666," First Dates 1 J  
Siempre flipo cuando veo a un gay que es más femenino que yo.",0,0,1,0,0,2.8
8420,"MENTION En realidad los personajes si son Gays enserio el creador de hashtag  Apex Legends   dijo que todos los personajes o mayoria eran gays. menos los que se compran supongo🤨

Cuando tienes que comprar tu Heterosexualidad en un juego malditos ¡Progres arruinan todo! URL",0,0,1,0,0,1.4
8888,"MENTION Jajajajaja pobre marica se pone a insultar de entrada y sale con el culo recogido.

Mijo, si no contesta con respeto, no espere que le respete a su señora madre.

Pdta: Esos países que nombró muchos no son prósperos y los que sí, pasaron por prosperidad económica antes de social.",0,0,1,0,0,2.8
22113,La gente que dice que lesbiana no es un género claramente no son lesbianas así que se pueden callar URL,0,0,1,0,0,2.2
80059,Europa de afeminados,0,0,1,0,0,2.6
80020,¿En vez de quemar biblias puedo quemar gays? Sean sergios :v  VIH Castigoparagays  ,0,0,1,0,0,3.8
80016,Los gays son enfermos fin.,0,0,1,0,0,4.6
